show_id,name,url,type,language,genres,status,runtime,averageRuntime,premiered,officialSite,schedule_time,schedule_days,weight,webchannnel_id,externals,image,summary
41648,Sim for You,https://www.tvmaze.com/shows/41648/sim-for-you,Reality,Korean,[],Running,16.0,16.0,2019-03-25,https://www.vlive.tv/video/121637,,"['Monday', 'Wednesday', 'Friday']",64,122,"{'tvrage': None, 'thetvdb': 361541, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/190/476668.jpg,Sim for You is a reality series that chronicles each EXO member's life and reveal stories from their everyday life as a series.
52198,Котики,https://www.tvmaze.com/shows/52198/kotiki,Scripted,Russian,['Comedy'],Ended,12.0,12.0,2020-11-30,http://epic-media.ru/project/kotiki,10:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",14,510,"{'tvrage': None, 'thetvdb': 392682, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/355/888089.jpg,
52933,LAB с Антоном Беляевым,https://www.tvmaze.com/shows/52933/lab-s-antonom-belaevym,Documentary,Russian,['Music'],To Be Determined,26.0,25.0,2019-12-17,https://premier.one/show/lab-laboratoriya-muzyki-antona-belyaeva,23:45,['Saturday'],14,381,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/379/948045.jpg,Russian music artists reveal themselves from unexpected sides in the Anton Belyaev's show.
51336,Core Sense,https://www.tvmaze.com/shows/51336/core-sense,Animation,Chinese,"['Action', 'Anime', 'Science-Fiction']",Running,24.0,24.0,2020-10-13,https://www.bilibili.com/bangumi/media/md28223064,10:00,['Tuesday'],40,51,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/278/696645.jpg,"The power of beginnings, the energy of the core stone; one may find it good, one may find it evil. During a normal investigation, Yue Juntian finds himself drawn into the battle between the 'beginnings' of Yun City; Jiang Xin arrives in Yun City to stop Li Zunyuan's plan to take over. The two influence each other - one solves the mystery of their birth, the other redeems themselves. Together, they oppose Li Zunyuan. "
54033,Wu Shen Zhu Zai,https://www.tvmaze.com/shows/54033/wu-shen-zhu-zai,Animation,Chinese,"['Action', 'Adventure', 'Anime', 'Fantasy']",Running,8.0,8.0,2020-03-08,https://v.qq.com/detail/m/7q544xyrava3vxf.html,10:00,"['Tuesday', 'Sunday']",81,104,"{'tvrage': None, 'thetvdb': 379070, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/299/748854.jpg,"The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen's will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father's birth, the mother and son were treated coldly in Dingwu's palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again."
61674,Sono koi Mousukoshi Atatamemasuka,https://www.tvmaze.com/shows/61674/sono-koi-mousukoshi-atatamemasuka,Scripted,Japanese,['Romance'],Ended,15.0,15.0,2020-10-20,https://www.paravi.jp/static/koisuko,22:00,['Tuesday'],1,342,"{'tvrage': None, 'thetvdb': 419045, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/404/1012331.jpg,"It's spin-off drama of ""Kono Koi Atatamemasu ka"""
52038,"Please Wait, Brother",https://www.tvmaze.com/shows/52038/please-wait-brother,Scripted,Chinese,['Comedy'],Ended,37.0,37.0,2020-11-17,,12:00,"['Tuesday', 'Wednesday', 'Thursday']",20,104,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/284/711240.jpg,
52373,Fearless Whispers,https://www.tvmaze.com/shows/52373/fearless-whispers,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,60.0,60.0,2020-11-06,,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",14,[],"{'tvrage': None, 'thetvdb': 391554, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/288/721078.jpg,"A story revolving around a fresh graduate who holds an idealistic view of what's right and wrong, yet realizes that the very institution he chose to serve falls heavily onto a gray area caught in the struggles during chaotic times."
55016,Ling Jian Zun,https://www.tvmaze.com/shows/55016/ling-jian-zun,Animation,Chinese,['Anime'],Running,10.0,10.0,2019-01-15,https://v.qq.com/x/cover/2w2legt0g8z26al.html,,"['Tuesday', 'Friday']",58,104,"{'tvrage': None, 'thetvdb': 364730, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/311/778535.jpg,"The strong man was attacked and returned to his youth. He became the weakest waste young lord. He will never let go of the enemy of the previous life in this life and must make up the regret of the previous life in this life! By the time the Spirit Sword is powerful, the protagonist will be supreme in the three worlds between heaven and earth! If there is someone doesn't obey him, he will kill him with the sword! "
57339,Mafia Nights,https://www.tvmaze.com/shows/57339/mafia-nights,Reality,Persian,[],Running,90.0,90.0,2020-11-17,,08:00,['Sunday'],34,507,"{'tvrage': None, 'thetvdb': 392455, 'imdb': 'tt15127174'}",https://static.tvmaze.com/uploads/images/original_untouched/354/885295.jpg,"Mafia Nights is an Iranian television series in the family, social and enigmatic genres, directed by Saeid Aboutaleb. This series is based on the Mafia game. In each season of this series, one of the film and television actors invites 12 of his friends to play Mafia, and they, together with Mohammad Reza Alimardani, who is called the leader or organizer of the game, make the game completely real without the intervention of the directing team. They do. It started broadcasting on Tuesday, November 18, 2020 on the home theater network and will be distributed weekly on Tuesdays. "
47027,вМесте. Интервью,https://www.tvmaze.com/shows/47027/vmeste-intervu,Talk Show,Russian,[],Running,25.0,26.0,2017-12-02,http://vmesteproject.ru/intervue/,17:00,['Tuesday'],13,208,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/249/624044.jpg,
50752,Stjernestøv,https://www.tvmaze.com/shows/50752/stjernestov,Scripted,Norwegian,"['Drama', 'Children', 'Family']",Ended,20.0,20.0,2020-12-01,https://tv.nrk.no/serie/stjernestoev,06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",21,238,"{'tvrage': None, 'thetvdb': 392649, 'imdb': 'tt11492320'}",https://static.tvmaze.com/uploads/images/original_untouched/288/721951.jpg,"The parents get divorced and Jo has to move to a new place. One day, Nordstjerna goes out, and Jo discovers that a girl with magical powers lives in the attic."
51893,Exit Nordpolen,https://www.tvmaze.com/shows/51893/exit-nordpolen,Documentary,Norwegian,"['Adventure', 'Nature']",Ended,40.0,36.0,2020-12-01,https://tv.nrk.no/serie/exit-nordpolen,06:00,[],14,238,"{'tvrage': None, 'thetvdb': 394618, 'imdb': 'tt13570512'}",https://static.tvmaze.com/uploads/images/original_untouched/287/717777.jpg,"When Børge Ousland goes on a trip, it's serious. Last autumn, he crossed the Arctic Ocean on skis. Everything did not go exactly according to plan. What happened along the way? Exit Nordpolen takes you on an insane expedition."
26268,Слепая,https://www.tvmaze.com/shows/26268/slepaa,Scripted,Russian,['Drama'],Running,25.0,25.0,2014-08-18,http://tv3.ru/project/slepaya,17:35,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",11,99,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/103/258415.jpg,
51436,I'm a Celebrity...The Daily Drop,https://www.tvmaze.com/shows/51436/im-a-celebritythe-daily-drop,Variety,English,[],Ended,30.0,30.0,2020-11-16,https://www.itv.com/hub/im-a-celebrity-the-daily-drop/10a0740a0001,06:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday']",30,54,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/713500.jpg,"Getting excited for the return of I'm A Celebrity...? Well we've got some BRILLIANT news for you!This year we're bringing you even more fun from Camp, with the arrival of I'm A Celebrity…The Daily Drop, a brand-new companion show for I'm A Celebrity…Get Me Out Of Here! that will air exclusively on the ITV Hub.Hosted by Vick Hope from a virtual studio, the show will give fans an extra opportunity to delve deeper into the action from Camp, hear lively opinions and debates and get all the latest gossip. Brand new episodes will be available exclusively on the ITV Hub from 7am the morning after each main show airs and can be watched at any time.On I'm A Celebrity…The Daily Drop, fans will be able to catch up on all the daily events from the castle and hear them discussed, debated and dissected by Vick and a lively panel of guests. Once the celebrities start to leave the castle they'll also join Vick on The Daily Drop to share their experiences of life in camp.The show will also be repeated on ITV2 after it's dropped on the ITV Hub."
53198,SHEKER,https://www.tvmaze.com/shows/53198/sheker,Scripted,Russian,"['Drama', 'Crime']",To Be Determined,,22.0,2020-10-20,https://salemsocial.kz/projects/sheker,,[],13,452,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/294/737070.jpg,
51111,Saygı,https://www.tvmaze.com/shows/51111/saygi,Scripted,Turkish,"['Drama', 'Action', 'Crime']",Ended,60.0,60.0,2020-10-27,https://www.blutv.com/int/diziler/yerli/saygi-bir-ercument-cozer-dizisi,19:00,['Thursday'],74,222,"{'tvrage': None, 'thetvdb': 384234, 'imdb': 'tt11450050'}",https://static.tvmaze.com/uploads/images/original_untouched/360/902228.jpg,"The protagonist of the story, Ercüment Çözer rebels against disrespect and rudeness that we tend to avoid, ignore and eventually forget. Ercüment is a sociopath obsessed with the idea of respect. However, this time, he is not alone on his obsessive journey. The young lovers Helen and Savaş, who have just stepped foot into the real world, find themselves in the middle of difficult situations after being mistreated by a group of people and end up being responsible for a chain of murders that take place in Istanbul. The concept of disrespect instantly turns into a social and mediatic struggle between the two generations. As for the mediatic follow up, Turkey's most famous morning show host, Hasret will undertake it, however, nobody knows that she is also about to take part in this journey on another level. By getting to the core of this obsession, we will be witnessing the reflection it has on society."
52984,Konuşanlar,https://www.tvmaze.com/shows/52984/konusanlar,Talk Show,Turkish,['Comedy'],Running,50.0,50.0,2020-05-12,https://www.exxen.com/tr/serie/detail/konusanlar/22377,,['Friday'],45,439,"{'tvrage': None, 'thetvdb': 391062, 'imdb': 'tt13667230'}",https://static.tvmaze.com/uploads/images/original_untouched/293/732792.jpg,"This chat show is very different from what you know. Every person is a different story, every story is a different laugh. Hasan Can Kaya first chooses the speakers and then the fun increases with interesting questions."
49864,Alex og Aune,https://www.tvmaze.com/shows/49864/alex-og-aune,Reality,Norwegian,['Comedy'],To Be Determined,,12.0,2020-11-30,https://play.tv2.no/programmer/underholdning/alex-og-aune,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",15,327,"{'tvrage': None, 'thetvdb': 394045, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/282/706333.jpg,"Feelgood bromance where Alex Rosen and Aune Sand (Alex and Aune) get to know each other better. With each other, and the inhabitants of the village Bleik in Vesterålen where they will live together for five weeks towards St. Hans."
51896,Blipp vs. Snøløs,https://www.tvmaze.com/shows/51896/blipp-vs-snolos,Reality,Norwegian,['Sports'],Ended,15.0,14.0,2020-11-24,https://sumo.tv2.no/sport/sportsprogrammer/blipp-vs-snoeloes-let-the-game-begin,,"['Tuesday', 'Thursday']",3,327,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",[],"Stian Blipp and Amalie Snøløs each lead their professional e-sports team in a number of challenging exercises. How do gamers master, for example, driving at 220 km / h, racing in the snow and cooking? And who wins in the big final behind the computer screens?"
13381,Honest Game Trailers,https://www.tvmaze.com/shows/13381/honest-game-trailers,Variety,English,['Comedy'],Running,5.0,5.0,2014-03-08,https://www.youtube.com/playlist?list=PLHkNwtRZFo2g74tWgElcOO2T3WWbN7Aga,,['Tuesday'],66,21,"{'tvrage': None, 'thetvdb': 284046, 'imdb': 'tt4907178'}",https://static.tvmaze.com/uploads/images/original_untouched/46/115863.jpg,Trailers that tell you the TRUTH about your favorite Video Games ! These are the hilarious trailers the game developers don't want you to see...
13392,Honest Trailers,https://www.tvmaze.com/shows/13392/honest-trailers,Scripted,English,['Comedy'],Running,,6.0,2012-02-13,https://www.youtube.com/playlist?list=PL86F4D497FD3CACCE,,['Tuesday'],59,21,"{'tvrage': None, 'thetvdb': 274399, 'imdb': 'tt2610260'}",https://static.tvmaze.com/uploads/images/original_untouched/46/115876.jpg,Trailers that tell you the TRUTH about your favorite movies and TV shows: Honest Trailers. These are the hilarious trailers the producers don't want you to see...
15250,The Young Turks,https://www.tvmaze.com/shows/15250/the-young-turks,News,English,[],Running,120.0,120.0,2013-12-24,https://www.tytnetwork.com,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']",28,21,"{'tvrage': None, 'thetvdb': 278793, 'imdb': 'tt1714810'}",https://static.tvmaze.com/uploads/images/original_untouched/51/129595.jpg,"A daring, funny, and brutally honest show that covers politics, entertainment, movies, sports, and pop culture."
21491,Kurzgesagt – In a Nutshell,https://www.tvmaze.com/shows/21491/kurzgesagt-in-a-nutshell,Documentary,English,[],Running,6.0,6.0,2013-07-11,http://kurzgesagt.org/,,[],22,21,"{'tvrage': None, 'thetvdb': 287953, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/76/191077.jpg,Videos explaining things with optimistic nihilism. A small team who want to make science look beautiful. Because it is beautiful.
30606,SciShow,https://www.tvmaze.com/shows/30606/scishow,Documentary,English,[],Running,,9.0,2012-01-02,https://www.youtube.com/user/scishow/,,[],32,21,"{'tvrage': None, 'thetvdb': 265193, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/121/302950.jpg,"SciShow explores the unexpected. Seven days a week, Hank Green, Michael Aranda, and Olivia Gordon delve into the scientific subjects that defy our expectations and make us even more curious!Schedule:Sundays — Learn about the amazing topics we can't quite make a stand-alone show about in SciShow List Show!Mondays — Tune in for a short Dose about our weird world.Tuesdays — Find answers to our most asked Quick Questions.Wednesdays — Hank or Michael dives deep into a long-form Infusion episode, or an unscripted talk show or quiz show with a guest!Thursday — Another new dose about the wonders of the world.Fridays — Learn the latest in science News.Saturdays — Get your quick questions answered!"
32980,Returning the Favor,https://www.tvmaze.com/shows/32980/returning-the-favor,Documentary,English,['Adventure'],To Be Determined,30.0,28.0,2017-08-29,https://www.facebook.com/ReturningTheFavor/,,['Tuesday'],32,202,"{'tvrage': None, 'thetvdb': 334619, 'imdb': 'tt7311010'}",https://static.tvmaze.com/uploads/images/original_untouched/133/332875.jpg,"Follow host Mike Rowe as he travels the country in search of remarkable people making a difference in their communities. Returning the Favor gives back to those who pay it forward with humor, heart and surprise. Because one good turn deserves another."
40482,10 глупых вопросов,https://www.tvmaze.com/shows/40482/10-glupyh-voprosov,Talk Show,Russian,"['Medical', 'Sports', 'Legal']",Running,,25.0,2018-03-13,https://www.youtube.com/playlist?list=PLLkqhqUNdkjCC43di6igZ80NUJxFFfZNa,,['Thursday'],24,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/181/452754.jpg,"Do you want to learn more about modern and interesting professions, but you are afraid to ask a stupid question? We will ask stupid questions to professionals for you. And they will tell you how everything really is. You are watching 10 stupid questions."
41611,Good Mythical Morning,https://www.tvmaze.com/shows/41611/good-mythical-morning,Talk Show,English,[],Running,,14.0,2014-09-08,https://www.youtube.com/channel/UC4PooiX37Pld1T8J5SYT-SQ,,[],25,21,"{'tvrage': None, 'thetvdb': 290686, 'imdb': 'tt4087032'}",https://static.tvmaze.com/uploads/images/original_untouched/190/476019.jpg,"Morning talk show created by Rhett McLaughlin and Charles Lincoln 'Link' Neal contains loads of laughter and insanity, known for this quote: ""We do this, so you don't have to."""
42121,Red Table Talk,https://www.tvmaze.com/shows/42121/red-table-talk,Talk Show,English,[],Running,25.0,25.0,2018-05-07,https://www.facebook.com/redtabletalk/,,['Monday'],19,202,"{'tvrage': None, 'thetvdb': 347640, 'imdb': 'tt2198870'}",https://static.tvmaze.com/uploads/images/original_untouched/304/762250.jpg,"Jada Pinkett Smith, her daughter Willow, and mother Adrienne – three generations of women open their home for a series of candid conversations with family and friends."
43261,Родители,https://www.tvmaze.com/shows/43261/roditeli,Scripted,Russian,[],To Be Determined,25.0,25.0,2015-06-28,https://start.ru/watch/roditeli,00:00,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Saturday', 'Sunday']",17,245,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/279/698318.jpg,
45389,Obsolete,https://www.tvmaze.com/shows/45389/obsolete,Animation,Japanese,"['Drama', 'Science-Fiction']",To Be Determined,13.0,13.0,2019-12-03,https://project-obsolete.com/en/,,['Tuesday'],32,43,"{'tvrage': None, 'thetvdb': 370305, 'imdb': 'tt11398800'}",https://static.tvmaze.com/uploads/images/original_untouched/230/576941.jpg,"In 2014, aliens revealed themselves to request trade with humanity. In exchange for limestone, they would provide a consciousness-controlled general-use robot known as an ""EXOFRAME"". Cheaper than an aircraft, tank, or firearm, and easy enough for anyone to operate, the ""EXOFRAME"" spreads change throughout the world in the blink of an eye..."
45400,Comment Out,https://www.tvmaze.com/shows/45400/comment-out,Variety,Russian,['Comedy'],Running,40.0,47.0,2018-11-29,https://www.youtube.com/playlist?list=PL7DDTrrh2mOVzJ75ncZ1GyjJoUvcXqrFY,,[],34,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/237/594019.jpg,
47267,La Vida Moderna,https://www.tvmaze.com/shows/47267/la-vida-moderna,Talk Show,Spanish,['Comedy'],Running,30.0,38.0,2015-03-24,https://www.youtube.com/channel/UC6lJZ9Ctx1vcmRY9cFEPyww,,"['Tuesday', 'Wednesday', 'Thursday']",14,21,"{'tvrage': None, 'thetvdb': 321364, 'imdb': 'tt6618922'}",https://static.tvmaze.com/uploads/images/original_untouched/252/630698.jpg,"Radio show on Cadena Ser in Spain, that also uploads the program in Youtube. Hosted by David Broncano and with Ignatius Farray and Quequé as co-hosts. The Modern Life (La vida moderna) talks about news with a particular sense of humor."
47944,Inside of You with Michael Rosenbaum,https://www.tvmaze.com/shows/47944/inside-of-you-with-michael-rosenbaum,Talk Show,English,[],Running,,87.0,2018-05-18,https://www.insideofyoupodcast.com/,,['Tuesday'],64,21,"{'tvrage': None, 'thetvdb': None, 'imdb': 'tt12239824'}",https://static.tvmaze.com/uploads/images/original_untouched/357/894788.jpg,"Inside of You with Michael Rosenbaum is a podcast, recorded series inside of the home of Michael Rosenbaum (Sorority Boys, Smallville). Listen as he invites celebrities, athletes, musicians, or anyone he finds interesting to sit next to on the couch, while he probes them for the most interesting stories they have."
48302,All Elite Wrestling: Dark,https://www.tvmaze.com/shows/48302/all-elite-wrestling-dark,Sports,English,[],Running,,,2019-10-08,https://www.youtube.com/playlist?list=PLILTWWX_AIJQCxpm3QYbdWVbkyNIoREGV,,['Tuesday'],82,21,"{'tvrage': None, 'thetvdb': 370561, 'imdb': 'tt11092482'}",https://static.tvmaze.com/uploads/images/original_untouched/258/645558.jpg,All Elite Wrestling: Dark features the matches you didn't see on All Elite Wrestling: Dynamite.
49626,Marvel's Storyboards,https://www.tvmaze.com/shows/49626/marvels-storyboards,Documentary,English,[],Ended,14.0,14.0,2020-07-23,https://www.youtube.com/playlist?list=PLK5HARgNfgj_vALzVZEyHMX3n6KrZz8Wk,,['Tuesday'],23,21,"{'tvrage': None, 'thetvdb': 368116, 'imdb': 'tt11229748'}",https://static.tvmaze.com/uploads/images/original_untouched/267/669648.jpg,"The series follows Joe Quesada, executive vice president and creative director of Marvel Entertainment, as he explores into the stories and creative drives of storytellers from various backgrounds."
50433,UWN Primetime,https://www.tvmaze.com/shows/50433/uwn-primetime,Sports,English,[],Running,120.0,120.0,2020-09-15,https://www.unitedwrestlingtv.com/,,['Tuesday'],2,319,"{'tvrage': None, 'thetvdb': 388518, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/273/683972.jpg,"The landscape of professional wrestling never stops morphing and evolving and as always FITE will be at the forefront, bringing viewers across the globe ringside for the genesis of a new weekly, episodic PPV series Primetime Live.Commencing Tuesday September 15th, the weekly ninety-minute PPV series will emanate from California's Thunder Studios, produced by The United Wrestling Network, in partnership with the National Wrestling Alliance. The United Wrestling Network is the brainchild of long-time promoter and TV producer Dave Marquez, overseeing a collection of ""Championship Wrestling from…"" promotions who share talents, production and championships."
50741,Lyckoviken,https://www.tvmaze.com/shows/50741/lyckoviken,Scripted,Swedish,"['Drama', 'Crime']",Running,,42.0,2020-10-20,https://viaplay.se/serier/lyckoviken,,['Sunday'],82,103,"{'tvrage': None, 'thetvdb': 389761, 'imdb': 'tt13017934'}",https://static.tvmaze.com/uploads/images/original_untouched/404/1011723.jpg,"Police officer Johanna returns to her hometown Hammarvik to attend her mother's funeral. At the same time, the body of a missing girl is found in the idyllic city, where everyone has something to hide. "
51119,Ela Ana,https://www.tvmaze.com/shows/51119/ela-ana,Scripted,Arabic,"['Drama', 'Romance']",Running,40.0,39.0,2020-03-14,https://elcinema.com/work/2061816/,,"['Monday', 'Tuesday', 'Wednesday', 'Saturday', 'Sunday']",14,458,"{'tvrage': None, 'thetvdb': 379272, 'imdb': 'tt12172364'}",https://static.tvmaze.com/uploads/images/original_untouched/298/746176.jpg,"Based on true events, the series presents 6 separate stories each one in 10 episodes, that voice women's concerns in modern society."
51870,Something Just Like This,https://www.tvmaze.com/shows/51870/something-just-like-this,Scripted,Chinese,['Romance'],Ended,45.0,45.0,2020-11-08,,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",20,67,"{'tvrage': None, 'thetvdb': None, 'imdb': 'tt11384218'}",https://static.tvmaze.com/uploads/images/original_untouched/288/720951.jpg,
52073,Oriental Casablanca,https://www.tvmaze.com/shows/52073/oriental-casablanca,Scripted,Chinese,"['Drama', 'Romance']",Ended,45.0,45.0,2020-11-23,https://www.iqiyi.com/a_17ewtoi1edh.html,,"['Monday', 'Tuesday']",14,67,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/284/712406.jpg,"The story takes place in Macau. In a city full of money and speculation, the protagonist Zhou Yue Bin, with ten years of hard work, started from Junket Operator and was eventually promoted to the first-class VIP room owner. After reading all the intrigues in the casino, Zhou Yue Bin made a vow not to be gambling but fell in love with the gambler Yi Yan, which made him fall into the biggest gambling game in his life. Besides Yi Yan's huge sums of debt, there is also the heartache of finding his missing fiancé.  Adapted from the novel ""Ao Men Wang Shi Zhi Gu Zhu Yi Zhi "" (澳门往事之孤注一掷) by Zuo Si You Wu 左四右五"
52104,Twisted Fate of Love,https://www.tvmaze.com/shows/52104/twisted-fate-of-love,Scripted,Chinese,"['Drama', 'Romance', 'History']",Ended,45.0,45.0,2020-11-23,https://v.qq.com/x/search/?q=+%E4%BB%8A%E5%A4%95%E4%BD%95%E5%A4%95&stag=0&smartbox_ab=,20:00,"['Monday', 'Tuesday', 'Wednesday']",29,104,"{'tvrage': None, 'thetvdb': 392214, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/713040.jpg,"During the Yin Dynasty, Dong Yue, a brave general in the Dingyuan Rebellion, was sent back in time to stop a war that would claim the lives of countless innocents. She sets out to murder corrupted officer Lu Yuantong in an attempt to prevent war, and during her journey she met Feng Xi and Pang Yu. Pang Yu and Feng Xi were old friends who cared deeply for each other, but fell out and turn into enemies. While trying to reconcile the two brothers, Dong Yue also tries to stop Lu Yuantang's evil schemes which are poised to tear the nation apart with their help."
52106,Insect Detective,https://www.tvmaze.com/shows/52106/insect-detective,Scripted,Chinese,"['Drama', 'Thriller', 'Mystery']",Ended,45.0,45.0,2020-11-03,https://v.youku.com/v_show/id_XNDg2OTQ0ODAwOA==.html?s=dfbc7998206c499cac28,20:00,"['Tuesday', 'Wednesday']",29,118,"{'tvrage': None, 'thetvdb': 391408, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/713076.jpg,"The police are investigating a case that involves a death directly caused by a rare bug known as the bullet ant. In order to clear his name, Tan Jingtian, an Insect toxicology graduate becomes involved in the bizzare investigation and collaborates with forensic doctor Jin Ling. As they dig deeper, they uncover the mystery behind his own identity.Along with police captain Chen Han and the other detectives, they trace every clue as they solve one case at a time to uncover the murderer that has been in hiding for many years."
52107,New Face,https://www.tvmaze.com/shows/52107/new-face,Scripted,Chinese,"['Action', 'Crime', 'Thriller']",Ended,45.0,45.0,2020-11-24,https://v.qq.com/detail/m/mzc00200tu76tos.html,20:00,"['Tuesday', 'Wednesday']",20,104,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/713100.jpg,"Pan, a desolate plastic surgeon, lived a repetitive and boring life every day until a conspiracy happened. He woke up in an abandoned factory, and found that someone had replaced his identity with a face exactly like him. His world has been completely overturned and left in a perilous situation. Can he overcome the difficulties and peel away the truth? How would he regain his identity?"
52108,Psych Hunter,https://www.tvmaze.com/shows/52108/psych-hunter,Scripted,Chinese,"['Drama', 'Thriller', 'Mystery']",Ended,45.0,45.0,2020-11-23,https://www.iqiyi.com/a_19rrhskr95.html,,"['Monday', 'Tuesday', 'Wednesday', 'Thursday']",33,67,"{'tvrage': None, 'thetvdb': 392362, 'imdb': 'tt13539710'}",https://static.tvmaze.com/uploads/images/original_untouched/285/713120.jpg,"Merchant Jiang Shuo and his odd specialist companion Qin Yi Heng purchase frequented houses to exchange them. In any case, alarming things start to occur and each spooky house is by all accounts part of a major riddle. Jiang Shuo, Yi Heng, and police officer Yuan Mu Qing attempt to understand the riddle."
52113,Maryland Farm & Harvest,https://www.tvmaze.com/shows/52113/maryland-farm-harvest,Documentary,English,"['Food', 'Nature']",Running,27.0,27.0,2013-11-19,https://www.mpt.org/programs/farm/,07:00,['Tuesday'],14,420,"{'tvrage': None, 'thetvdb': None, 'imdb': 'tt12660902'}",https://static.tvmaze.com/uploads/images/original_untouched/285/713235.jpg,A series exploring the history of farming and agriculture in Maryland. 
52150,Cheat,https://www.tvmaze.com/shows/52150/cheat,Scripted,Tagalog,"['Drama', 'Romance', 'Supernatural']",Running,20.0,26.0,2020-12-01,https://www.youtube.com/watch?v=Hw4Yugat0LM&t=6s,,['Tuesday'],25,21,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/714742.jpg,"Cheat revolves around five main young characters; an innocent young man, Vee, who has had an unusual sheltered upbringing. Vee lives with his full-time guardian, an apostolic nun. The series concerns the effect that Vee has on 3 siblings: Dong, Jennifer, and Jay. The siblings live with their mother who dabbles in witchcraft. Their father, who is never seen, left the family to be with his Mistress who makes up the eighth character in the entire series."
52159,To Love,https://www.tvmaze.com/shows/52159/to-love,Scripted,Chinese,"['Crime', 'Thriller', 'Mystery']",Ended,45.0,45.0,2020-11-19,https://so.youku.com/search_video/q_%20%E6%9C%80%E5%88%9D%E7%9A%84%E7%9B%B8%E9%81%87?searchfrom=1,20:00,"['Monday', 'Tuesday', 'Wednesday']",25,118,"{'tvrage': None, 'thetvdb': None, 'imdb': None}",https://static.tvmaze.com/uploads/images/original_untouched/285/714863.jpg,"A story that follows people whose lives are entangled due to a complicated case. While investigating a drug cartel as an undercover cop, Yan Jin falls in love with the beautiful coffee shop owner Ji Xiao'ou."
